ACIW,ACI Worldwide Inc,20110831,UPDATE 1-S1 tells shareholders to sit tight on ACI offer , Aug 31 Payment processing technology provider S1 Corp has advised shareholders to take no action  a day after larger rival ACI Worldwide went hostile with a more than $500 million bid.,topStory
CM,Canadian Imperial Bank of Commerce,20110831,CANADA STOCKS-TSX trims August losses with bank-driven rally , TORONTO  Aug 31 Toronto's main stock index rose for a fourth straight day on Wednesday  trimming August's sharp losses  as strong results from one of Canada's big banks helped lift the heavyweight financial sector.,topStory
CM,Canadian Imperial Bank of Commerce,20110831,REFILE-CANADA STOCKS-TSX hits near one-month high as banks rally , (Refiles to remove the word CORRECTED from the headine. The report is not corrected),normal
CM,Canadian Imperial Bank of Commerce,20110831,FACTBOX-Wealth management earnings at Canadian banks , Aug 31 Canadian banks have made wealth management a major focus in recent years as they compete for the savings and investments of retiring baby boomers in North America and try to tap growing wealth abroad.,normal
CM,Canadian Imperial Bank of Commerce,20110831,CIBC wealth management profit rises 12 percent , * Wealth unit earns C$68 mln in Q3 vs yr-earlier C$53 mln,normal
CM,Canadian Imperial Bank of Commerce,20110831,CORRECTED - CANADA STOCKS-TSX near one-month high; CIBC lifts banks , (Corrects to show market rallied for fourth straight day  not fifth),normal
CM,Canadian Imperial Bank of Commerce,20110831,CORRECTED - CANADA STOCKS-TSX near one-month high; CIBC results lift banks , (Corrects to show market rallied for fourth straight day  not fifth),normal
CM,Canadian Imperial Bank of Commerce,20110831,CORRECTED - CANADA STOCKS-TSX may open higher  helped by copper , (Corrects to show market rallied for fourth straight day  not fifth),normal
CM,Canadian Imperial Bank of Commerce,20110831,UPDATE 4-CIBC shares jump on strong earnings  dividend hike , * Shares up 4.4 pct in Toronto  (Adds details  comment  share price),normal
CNQ,Canadian Natural Resources Limited,20110831,CANADA STOCKS-TSX trims August losses with bank-driven rally , TORONTO  Aug 31 Toronto's main stock index rose for a fourth straight day on Wednesday  trimming August's sharp losses  as strong results from one of Canada's big banks helped lift the heavyweight financial sector.,topStory
CNQ,Canadian Natural Resources Limited,20110831,REFILE-CANADA STOCKS-TSX hits near one-month high as banks rally , (Refiles to remove the word CORRECTED from the headine. The report is not corrected),normal
CNQ,Canadian Natural Resources Limited,20110831,CORRECTED - CANADA STOCKS-TSX near one-month high; CIBC lifts banks , (Corrects to show market rallied for fourth straight day  not fifth),normal
CAT,Caterpillar Inc,20110831,Wall Street ends worst month in year on upbeat note ,NEW YORK Stocks closed out the worst month in more than a year on an up note on Wednesday  with sharp gains in the last several days still not enough to repair the damage from a U.S. credit downgrade and fears of a slide back into recession. | Video ,topStory
CAT,Caterpillar Inc,20110831,US STOCKS-Wall St ends worst month in year on upbeat note , * Telecom falls on questions about AT&T  T-Mobile deal,normal
CAT,Caterpillar Inc,20110831,US STOCKS-Wall St edge up again on stimulus hopes , * Telecom falls on questions about AT&T  T-Mobile deal,normal
CAT,Caterpillar Inc,20110831,US STOCKS-Stimulus hopes lift Wall St but telecoms drag , * Indexes up: Dow 0.7 pct  S&P 0.8 pct  Nasdaq 0.4 pct,normal
CAT,Caterpillar Inc,20110831,UPDATE 3-Joy Global sells LeTourneau's drilling unit; shares up , * Shares rise 7 pct to near one-month high   (Adds analysts comments  share movement),normal
CLDT,Chatham Lodging Trust (REIT),20110831,UPDATE 2-Innkeepers-Cerberus trial set to open Oct. 10 , * Judge schedules three-day trial  (Updates with trial date  scheduling information),topStory
CLDT,Chatham Lodging Trust (REIT),20110831,Innkeepers wants quick pace for Cerberus lawsuit ,NEW YORK Lawyers for Innkeepers USA Trust  will spend the day on Wednesday hammering out a timetable for its lawsuit against Cerberus Capital Management LP  and Chatham Lodging Trust   the investment firms that abruptly backed out of a deal to buy 64 of the bankrupt hotel operator's properties.,normal
CLDT,Chatham Lodging Trust (REIT),20110831,Innkeepers wants quick pace for Cerberus lawsuit , NEW YORK  Aug 31 Lawyers for Innkeepers USA Trust  will spend the day on Wednesday hammering out a timetable for its lawsuit against Cerberus Capital Management LP [CBS.UL] and Chatham Lodging Trust   the investment firms that abruptly backed out of a deal to buy 64 of the bankrupt hotel operator's properties.,normal
CVX,Chevron Corporation,20110831,Oil firms start U.S. Gulf evacuations due to weather ,HOUSTON BP Plc on Wednesday became the first major oil producer to say it was evacuating some workers from Gulf of Mexico oil and gas platforms because of a tropical disturbance that could become a named storm this week.,topStory
CVX,Chevron Corporation,20110831,UPDATE 2-Oil firms start US Gulf evacuations due to weather , * Other oil producers monitoring weather system  (Updates with Anadarko evacuating workers  adds details  background  bylines),normal
CVX,Chevron Corporation,20110831,UPDATE 2-Chevron awarded $96 mln in Ecuador govt dispute , * Int'l arbitrators had suspended pollution ruling in Feb  (Adds comments from Chevron lawyer and Ecuador's government),normal
CVX,Chevron Corporation,20110831,Chevron won't spin off refining: CEO ,HOUSTON Chevron Corp  is not interested in spinning off its refineries into a separate company as Marathon Oil Corp  has done and ConocoPhillips  plans to do  CEO John Watson told reporters in Houston on Wednesday.,normal
CVX,Chevron Corporation,20110831,UPDATE 1-Chevron won't spin off refining -CEO , HOUSTON  Aug 31 Chevron Corp  is not interested in spinning off its refineries into a separate company as Marathon Oil Corp  has done and ConocoPhillips  plans to do  CEO John Watson told reporters in Houston on Wednesday.,normal
CVX,Chevron Corporation,20110831,Chevron won't spin off refining-CEO , HOUSTON  Aug 31 Chevron Corp  is not interested in spinning off its refineries into a separate company as Marathon Oil Corp  has done and ConocoPhillips  plans to do  CEO John Watson told reporters in Houston on Wednesday.,normal
CVX,Chevron Corporation,20110831,UPDATE 1-Chevron still talking to Rosneft after Exxon deal , HOUSTON  Aug 31 Chevron Corp   the second-largest U.S. oil company  is still talking with Rosneft  about potential deals  despite the pact signed between larger rival Exxon Mobil Corp  and the Russian state-owned oil company.,normal
CVX,Chevron Corporation,20110831,Timeline: Highs and lows for Putin-Medvedev duo ,Russian Prime Minister Vladimir Putin is widely expected to run for president in the 2012 election but President Dmitry Medvedev has indicated he would like to stay on if his mentor decides not to run.,normal
CVX,Chevron Corporation,20110831,TIMELINE-Highs and lows for Putin-Medvedev duo , Aug 31 Russian Prime Minister Vladimir Putin is widely expected to run for president in the 2012 election but President Dmitry Medvedev has indicated he would like to stay on if his mentor decides not to run.,normal
CVX,Chevron Corporation,20110831,Exxon  Rosneft tie up in Russian Arctic  U.S ,SOCHI  Russia/SAN FRANCISCO Exxon Mobil Corp and Rosneft signed an agreement to extract oil and gas from the Russian Arctic  in the most significant U.S.-Russian corporate deal since President Barack Obama began a push to improve ties. | Video ,normal
CHS,Chico&#39;s FAS Inc,20110831,Coldwater Creek Q2 sales sink  loss bigger than expected ,Women's apparel retailer Coldwater Creek Inc  saw sales drop 28 percent as its premium stores saw fewer shoppers  and the company posted a bigger-than-expected second-quarter loss  sending its shares down 12 percent.,topStory
CHS,Chico&#39;s FAS Inc,20110831,UPDATE 1-Coldwater Creek Q2 sales sink  loss bigger than expected , Aug 31 Women's apparel retailer Coldwater Creek Inc saw sales drop 28 percent as its premium stores saw fewer shoppers  and the company posted a bigger-than-expected second-quarter loss  sending its shares down 12 percent.,normal
CO,China Cord Blood Corporation,20110831,Deals of the day -- mergers and acquisitions , Aug 31 The following bids  mergers  acquisitions and disposals involving European  U.S. and Asian companies were reported by 1400 GMT on Wednesday:,topStory
SNP,China Petroleum & Chemical Corporation,20110831,UPDATE 1-CNPC replaces refinery chief after fire , BEIJING  Aug 31 State-owned China National Petroleum Corp (CNPC)  parent of PetroChina   has replaced the head of Dalian Petrochemical Corp  the company said on its website on Wednesday  following a second fire in the largest company plant in less than two months.,topStory
SNP,China Petroleum & Chemical Corporation,20110831,CNPC removes head of Dalian refinery after fire , BEIJING  Aug 31 State-owned China National Petroleum Corp (CNPC)  parent of PetroChina   has removed the head of Dalian refinery from its post following a second fire in the largest company plant in less than two months.,normal
SNP,China Petroleum & Chemical Corporation,20110831,Sinopec  Taiwan in preliminary deal for $4.5 bln petchem venture , BEIJING/TAIPEI  Aug 31 Sinopec Group  parent of Asia's largest refiner Sinopec Corp    the Fujian provincial government and a Taiwan consortium have signed a framework agreement to build a $4.5 billion petrochemical complex in Fujian.,normal
SNP,China Petroleum & Chemical Corporation,20110831,Sinopec further delays Jiujiang refinery repair-source , BEIJING  Aug 31 Sinopec Corp   Asia's largest refiner  has further delayed the startup of a planned maintenance of its 100 000 barrel-per-day (bpd) Jiujiang refinery by three weeks to Sept 20  an industry source said on Wednesday.,normal
SNP,China Petroleum & Chemical Corporation,20110831,Sinopec to shut Luoyang refinery from Thurs for repair -source , BEIJING  Aug 31 Asia's largest refiner  Sinopec   will shut down its 200 000 barrel-per-day (bpd) Luoyang refinery from Thursday for a regular turnaround  an industry source said.,normal
C,Citigroup Inc,20110831,UPDATE 4-CIBC shares jump on strong earnings  dividend hike , * Shares up 4.4 pct in Toronto  (Adds details  comment  share price),topStory
C,Citigroup Inc,20110831,Citigroup hires Kuo for Asia global banking role , HONG KONG  Aug 31 Citigroup Inc said on Wednesday that it has hired Gary Kuo as vice-chairman of Asia global banking  as it looks to expand in one of the world's biggest markets for equity offerings and mergers and acquisitions.,normal
C,Citigroup Inc,20110831,Exclusive: Bank of America kept AIG legal threat under wraps ,NEW YORK Top Bank of America Corp lawyers knew as early as January that American International Group Inc was prepared to sue the bank for more than $10 billion  seven months before the lawsuit was filed  according to sources familiar with the matter.,normal
CEO,CNOOC Limited,20110831,ConocoPhillips says China oil leaks sealed before deadline , BEIJING  Aug 31 A ConocoPhillips  subsidiary  an oil spill by which polluted 5 500 square kilometres of water in China's northern Bohai Bay  said it had already sealed off the leaks ahead of an Aug. 31 deadline.,topStory
KOF,Coca Cola Femsa SAB de CV,20110831,DIARY - Mexico and Central America - to Sept 30 , This diary is updated daily. All dates and times are provisional. The inclusion of diary items does not necessarily   mean that Reuters will file a story based on the event. _______________________________________________________________ DATE  LOCAL/GMT  MEXICO INDICATOR         PERIOD  F/CAST  PREV --------------------------------------------------------------- SEP05 0900/1400  consumer confidence       Aug        95.5 pts SEP09 0900/1400  inflation  (headline)     Aug        0.48 pct SEP12 09,topStory
COP,ConocoPhillips,20110831,Oil firms start U.S. Gulf evacuations due to weather ,HOUSTON BP Plc on Wednesday became the first major oil producer to say it was evacuating some workers from Gulf of Mexico oil and gas platforms because of a tropical disturbance that could become a named storm this week.,topStory
